Company_name,Field,Company_age,Ratings,Highly_rated_for,Critically_rated_for,Total_reviews,Avg_salary,Interviews_taken,Total_jobs_available,Total_benefits
Gracenote,Media & Entertainment ,26,3.6,"Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits, Job Security",112,583,5,10,13
NewAge Software & Solutions,IT Services & Consulting ,18,3.5,Work Life Balance,"Promotions / Appraisal, Salary & Benefits",112,11000,1,30,15
Nelco,Telecom ,84,3.6,Job Security,"Promotions / Appraisal, Salary & Benefits",112,523,4,1,14
Clean Science And Technology,Chemicals ,18,3.5,Job Security,"Salary & Benefits, Promotions / Appraisal, Work Satisfaction",112,766,4,6,11
BasketHunt,Software Product ,4,4.4,"Company Culture, Skill Development / Learning, Work Life Balance",Salary & Benefits,112,23,8,1,1
RSM US,Accounting & Auditing ,60,3.8,"Job Security, Salary & Benefits",Promotions / Appraisal,112,1000,16,26,11
Stemmons Business Services,BPO ,13,3.7,"Company Culture, Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",111,690,9,15,23
Integrated Enterprises,Financial Services ,50,4.0,"Skill Development / Learning, Job Security","Promotions / Appraisal, Salary & Benefits",111,486,7,6,8
SRM Institute of Science and Technology,Education & Training ,39,3.7,Job Security,"Promotions / Appraisal, Salary & Benefits",111,872,12,25,10
RS Software,IT Services & Consulting ,33,3.9,Skill Development / Learning,"Job Security, Work Life Balance, Promotions / Appraisal",111,643,5,1,18
SRM Institute of Science and Technology,Education & Training ,39,3.7,Job Security,"Promotions / Appraisal, Salary & Benefits",111,872,12,25,10
WinWire Technologies,IT Services & Consulting ,18,3.9,Work Life Balance,"Job Security, Promotions / Appraisal",111,11000,11,38,20
Dyson,Consumer Electronics & Appliances ,31,3.7,Salary & Benefits,"Promotions / Appraisal, Job Security, Work Satisfaction",111,592,11,16,13
Gupshup,Software Product ,20,3.7,Salary & Benefits,"Promotions / Appraisal, Work Satisfaction, Job Security",110,11000,16,37,7
Expedien eSolutions,IT Services & Consulting ,21,3.8,Job Security,Promotions / Appraisal,110,749,6,10,24
Rich Graviss Products,FMCG ,30,3.9,"Company Culture, Work Satisfaction, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",110,583,10,1,21
Ardex Endura,Building Material ,75,4.1,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,110,428,3,1,13
Yanfeng Automotive Interiors,Auto Components ,9,4.0,"Company Culture, Work Satisfaction, Skill Development / Learning",Promotions / Appraisal,110,563,7,4,15
Graphic Era University,Education & Training ,31,3.6,Work Life Balance,Promotions / Appraisal,110,485,9,11,15
"MIDLAND CREDIT MANAGEMENT, INC.",IT Services & Consulting ,71,3.9,"Company Culture, Job Security",Promotions / Appraisal,110,533,4,16,31
Century Rayon,Fashion & Textile ,72,4.0,Job Security,"Promotions / Appraisal, Salary & Benefits",110,519,3,1,23
ALL TIME PLASTICS,Petrochemicals ,60,3.6,Salary & Benefits,"Work Satisfaction, Job Security, Promotions / Appraisal",110,643,3,4,12
Agastya International Foundation,Non-Profit ,25,4.0,"Work Life Balance, Work Satisfaction, Company Culture",Promotions / Appraisal,110,331,2,2,32
Agastya International Foundation,Non-Profit ,25,4.0,"Work Life Balance, Work Satisfaction, Company Culture",Promotions / Appraisal,110,331,2,2,32
Pagarbook,Software Product ,5,4.0,Salary & Benefits,Job Security,110,494,8,12,11
ABP Network,Broadcasting ,21,4.0,"Company Culture, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",110,840,2,9,14
Kumaran Systems,IT Services & Consulting ,34,3.9,Salary & Benefits,Job Security,110,12000,11,27,8
Urjanet Energy Solutions,IT Services & Consulting ,14,3.9,Company Culture,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",110,851,4,15,17
Urjanet Energy Solutions,IT Services & Consulting ,14,3.9,Company Culture,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",110,851,4,15,17
Newtronic Lifecare Equipment,Pharma ,48,3.9,"Work Life Balance, Job Security",Promotions / Appraisal,109,479,6,1,13
Acuvate Software,Software Product ,18,3.6,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits",109,918,7,13,16
Excel Industries,Agro Chemicals ,83,4.2,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,108,839,8,2,14
GTN Engineering,Metals & Mining ,34,4.1,"Job Security, Work Life Balance",Promotions / Appraisal,108,624,4,4,12
eSense Learning,EdTech ,16,3.9,Company Culture,"Promotions / Appraisal, Salary & Benefits",108,404,4,2,16
Gramophone,Agriculture ,8,4.1,"Work Life Balance, Salary & Benefits, Company Culture",Job Security,108,440,6,32,12
GP Strategies,Education & Training ,58,3.9,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,108,1000,4,19,11
Moving Picture Company,Media & Entertainment ,54,4.1,"Skill Development / Learning, Company Culture, Work Satisfaction","Job Security, Promotions / Appraisal",108,465,1,9,8
Mangal Industries,Auto Components ,34,4.0,"Job Security, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,108,583,4,8,12
Marwadi Shares & Finance,Financial Services ,32,4.3,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,108,602,3,2,7
Gramophone,Agriculture ,8,4.1,"Work Life Balance, Salary & Benefits, Company Culture",Job Security,108,440,6,32,12
Hughes Communications,Telecom ,31,3.7,Job Security,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",107,875,8,3,15
Axis Clinicals,Clinical Research ,20,3.9,"Job Security, Work Life Balance","Promotions / Appraisal, Company Culture",107,599,5,2,9
Carryfast group,Logistics ,48,3.8,"Skill Development / Learning, Company Culture","Promotions / Appraisal, Salary & Benefits",107,420,6,1,5
DesiCrew Solutions,Financial Services ,17,3.5,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits",107,440,5,2,7
Games24x7,Gaming ,18,4.0,"Salary & Benefits, Company Culture, Skill Development / Learning",Promotions / Appraisal,107,11000,8,32,15
J. M. Mhatre Infra,Engineering & Construction ,39,4.4,"Job Security, Work Life Balance, Skill Development / Learning",Salary & Benefits,107,513,1,2,16
YuppTV,Broadcasting ,18,3.9,"Job Security, Work Life Balance",Promotions / Appraisal,107,960,6,1,15
Raheja Universal,Real Estate ,44,3.7,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,107,583,6,10,10
Dr Shroff Charity Eye Hospital,Healthcare ,110,4.2,"Skill Development / Learning, Work Satisfaction, Company Culture","Promotions / Appraisal, Salary & Benefits",107,336,4,4,15
Carryfast group,Logistics ,48,3.8,"Skill Development / Learning, Company Culture","Promotions / Appraisal, Salary & Benefits",107,420,6,1,5
Bounce,Automobile ,10,4.0,"Work Life Balance, Company Culture",Job Security,107,989,6,11,13
FloBiz,IT Services & Consulting ,5,3.4,Salary & Benefits,"Job Security, Promotions / Appraisal, Work Satisfaction",107,533,15,37,13
Eversana,Pharma ,15,3.9,"Work Life Balance, Company Culture",Promotions / Appraisal,107,916,15,12,20
Urbanpro,EdTech ,13,3.7,Work Life Balance,"Promotions / Appraisal, Job Security",106,489,10,1,10
Data Marshall,Analytics & KPO ,22,3.8,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture",106,649,3,4,9
Voith,Industrial Machinery ,157,4.0,Salary & Benefits,Promotions / Appraisal,106,716,4,1,18
UTI Mutual Fund,Financial Services ,61,4.0,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,106,676,7,1,11
Mantra Softech,IT Services & Consulting ,18,4.0,"Company Culture, Work Life Balance",Salary & Benefits,106,820,8,10,10
Flovel Energy,Power ,53,4.0,"Job Security, Work Satisfaction, Company Culture",Promotions / Appraisal,106,597,9,3,18
Data Patterns,Defence & Aerospace ,39,3.9,"Job Security, Skill Development / Learning, Work Satisfaction","Company Culture, Work Life Balance",106,958,23,106,13
Board Infinity,Education & Training ,7,3.7,Skill Development / Learning,"Job Security, Work Life Balance",106,382,8,25,37
Micromatic Grinding Technologies,Industrial Machinery ,51,4.0,"Company Culture, Skill Development / Learning",Promotions / Appraisal,105,580,5,3,21
Sterling Software Private Limited,Software Product ,28,3.9,Job Security,"Promotions / Appraisal, Company Culture, Salary & Benefits",105,12000,5,4,9
Wise Finserv,Investment Banking / Venture Capital / Private Equity ,11,4.0,"Skill Development / Learning, Company Culture, Work Life Balance",Salary & Benefits,105,136,5,2,9
Modi Builders & Realtors,Engineering & Construction ,44,3.5,Salary & Benefits,Job Security,105,394,5,5,10
Wellknown Polyesters,Fashion & Textile ,28,4.1,"Skill Development / Learning, Job Security",Promotions / Appraisal,105,676,6,9,3
Sundyota Numandis Pharmaceuticals,Pharma ,21,4.0,"Skill Development / Learning, Company Culture, Work Satisfaction",Salary & Benefits,105,372,5,7,22
Bondada Engineering,Engineering & Construction ,12,4.0,"Company Culture, Work Life Balance",Promotions / Appraisal,105,437,8,2,9
Wise Finserv,Investment Banking / Venture Capital / Private Equity ,11,4.0,"Skill Development / Learning, Company Culture, Work Life Balance",Salary & Benefits,105,136,5,2,9
Hippo Stores,Retail ,4,3.8,Salary & Benefits,Job Security,105,344,4,1,3
NCDEX,Financial Services ,21,4.0,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,105,871,6,14,15
Rave Technologies,IT Services & Consulting ,37,3.7,Work Life Balance,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",105,11000,3,2,20
Ogilvy,Marketing & Advertising ,76,3.9,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Life Balance",104,11000,4,5,15
Zacks Research,Financial Services ,46,3.1,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",104,446,3,1,14
Centillion Solutions and Services,IT Services & Consulting ,18,3.9,Work Life Balance,"Promotions / Appraisal, Salary & Benefits",104,452,2,6,6
Vitech Systems Asia,IT Services & Consulting ,21,3.7,Job Security,"Skill Development / Learning, Work Satisfaction",104,12000,5,1,9
The Calcutta Medical Research Institute,Healthcare ,55,3.9,"Skill Development / Learning, Job Security",Promotions / Appraisal,104,369,3,1,11
DIC India,Chemicals ,77,4.1,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,103,627,5,2,12
P C CHANDRA JEWELLERS,Jewellery ,85,4.1,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,103,437,5,1,13
Robinhood Insurance Broker,Insurance ,16,3.6,Skill Development / Learning,Work Satisfaction,103,515,3,13,17
Robinhood Insurance Broker,Insurance ,16,3.6,Skill Development / Learning,Work Satisfaction,103,515,3,13,17
Sidel,Industrial Machinery ,59,3.5,"Work Life Balance, Job Security","Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",103,544,5,11,17
Iscon Balaji Foods,Food Processing ,12,4.2,"Job Security, Work Life Balance",Promotions / Appraisal,103,550,5,26,8
Modern Insulators,Electrical Equipment ,39,4.0,"Job Security, Work Life Balance","Promotions / Appraisal, Skill Development / Learning",102,486,2,2,12
Parsvnath Developers,Real Estate ,34,3.3,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",102,452,3,2,6
Purnartha Investment Advisors,Investment Banking / Venture Capital / Private Equity ,15,3.5,Work Life Balance,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",102,782,5,26,9
OSI Digital,IT Services & Consulting ,31,4.0,Skill Development / Learning,Promotions / Appraisal,102,16000,6,10,10
Maneesh Pharmaceuticals,Pharma ,49,3.9,"Job Security, Work Life Balance","Salary & Benefits, Promotions / Appraisal",102,559,5,9,13
Transact Global,BPO ,16,4.0,"Skill Development / Learning, Work Satisfaction, Company Culture",Promotions / Appraisal,102,392,8,12,12
Systech Solutions,IT Services & Consulting ,31,3.7,Skill Development / Learning,"Company Culture, Promotions / Appraisal, Salary & Benefits",101,12000,9,6,18
RPG Group,Engineering & Construction ,204,4.1,"Work Life Balance, Job Security, Company Culture","Promotions / Appraisal, Salary & Benefits",101,871,6,4,9
ARK Infosolutions,IT Services & Consulting ,12,4.0,"Company Culture, Work Life Balance",Promotions / Appraisal,101,607,3,2,16
Bridgei2i Analytics Solutions,IT Services & Consulting ,13,3.8,"Skill Development / Learning, Company Culture, Job Security",Salary & Benefits,101,12000,8,6,24
IXAR,Oil & Gas ,55,3.6,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits, Company Culture",101,295,4,4,16
Akshara Enterprises,IT Services & Consulting ,16,3.9,Work Life Balance,"Salary & Benefits, Promotions / Appraisal, Company Culture",100,718,5,2,3
DRN Infrastructure,Power ,41,4.0,Job Security,"Salary & Benefits, Promotions / Appraisal",100,467,4,1,16
Pentagon System and Services,IT Services & Consulting ,30,4.2,"Job Security, Work Life Balance",Promotions / Appraisal,100,693,3,10,9
A.t.e. Enterprises,Industrial Machinery ,85,3.9,Company Culture,Promotions / Appraisal,100,663,6,1,12
GeeksForGeeks,Education & Training ,15,3.9,"Work Life Balance, Skill Development / Learning, Company Culture",Promotions / Appraisal,100,580,18,32,11
ATS Services,Analytics & KPO ,24,3.8,"Salary & Benefits, Job Security, Work Life Balance",Promotions / Appraisal,100,476,8,6,10
Ellucian Higher Education Systems,IT Services & Consulting ,13,4.1,"Company Culture, Work Life Balance",Promotions / Appraisal,99,13000,13,1,25
IRIS Business Services,IT Services & Consulting ,24,3.8,Job Security,"Promotions / Appraisal, Salary & Benefits",99,18000,4,68,16
TELUS Health,Recruitment ,58,4.0,"Job Security, Work Life Balance, Company Culture","Salary & Benefits, Promotions / Appraisal",99,658,15,4,15
Reliance Broadcast Network,Broadcasting ,19,4.2,"Work Life Balance, Company Culture, Skill Development / Learning",Promotions / Appraisal,98,701,1,4,6
TRACKS AND TOWERS INFRATECH,Engineering & Construction ,41,4.2,Salary & Benefits,Promotions / Appraisal,98,505,5,3,13
Adani Realty,Real Estate ,13,3.8,"Job Security, Salary & Benefits, Company Culture",Promotions / Appraisal,98,746,8,3,13
Shinhan Bank,Banking ,42,3.6,Work Life Balance,"Skill Development / Learning, Promotions / Appraisal, Company Culture",98,712,7,1,10
Sicagen,Building Material ,20,3.9,"Job Security, Work Life Balance",Promotions / Appraisal,97,427,3,3,9
NETPLUS Broadband Services,Telecom ,10,3.8,Skill Development / Learning,"Promotions / Appraisal, Job Security",97,419,3,2,12
Tupperware,Retail ,78,3.9,Work Life Balance,"Promotions / Appraisal, Job Security, Skill Development / Learning",97,548,3,14,15
Sridevi Tool Engineers,Engineering & Construction ,52,3.7,Skill Development / Learning,"Company Culture, Salary & Benefits, Promotions / Appraisal",97,440,1,8,12
Brady Corporation,Printing & Publishing ,110,4.2,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,97,579,2,2,16
Tupperware,Retail ,78,3.9,Work Life Balance,"Promotions / Appraisal, Job Security, Skill Development / Learning",97,548,3,14,15
NETPLUS Broadband Services,Telecom ,10,3.8,Skill Development / Learning,"Promotions / Appraisal, Job Security",97,419,3,2,12
Sumtotal Systems,IT Services & Consulting ,39,3.9,"Company Culture, Work Life Balance",Promotions / Appraisal,97,983,9,67,16
3Pillar Global,Software Product ,18,3.7,"Work Life Balance, Company Culture, Skill Development / Learning",Promotions / Appraisal,96,778,10,23,13
Dachser,Logistics ,30,3.9,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,96,437,1,2,14
TSR Darashaw,BPO ,23,3.6,"Job Security, Work Life Balance",Promotions / Appraisal,96,548,7,2,5
Indian Register of Shipping,Ports & Shipping ,49,4.1,"Work Life Balance, Job Security, Company Culture","Promotions / Appraisal, Salary & Benefits",96,721,8,9,7
Fichtner Consulting Engineers,Industrial Machinery ,37,4.1,"Work Life Balance, Company Culture",Promotions / Appraisal,96,564,4,9,7
LIC Mutual Fund,Financial Services ,35,3.8,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",96,549,3,8,13
Delta Technology,IT Services & Consulting ,18,3.8,Work Life Balance,"Job Security, Promotions / Appraisal, Skill Development / Learning",96,1000,3,14,9
Indian Synthetic Rubber,Petrochemicals ,14,3.7,"Work Life Balance, Job Security","Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",96,488,3,2,22
Gokul Agro Resources,FMCG ,10,3.8,Work Life Balance,"Promotions / Appraisal, Salary & Benefits",96,673,8,3,6
Veena world,Travel & Tourism ,11,3.7,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",95,481,1,12,15
Tide Water Oil,Chemicals / Agri Inputs ,96,3.7,Company Culture,Promotions / Appraisal,95,430,2,5,8
Lohia Auto Industries,Automobile ,16,3.9,Work Life Balance,Promotions / Appraisal,95,498,3,1,9
Express KCS,Marketing & Advertising ,20,4.0,Work Life Balance,Promotions / Appraisal,95,452,9,3,16
Bl International,Fashion & Textile ,33,3.9,Work Life Balance,"Promotions / Appraisal, Job Security, Company Culture",95,555,3,8,13
Biorad Medisys,Healthcare ,17,4.0,"Work Life Balance, Company Culture",Promotions / Appraisal,95,633,8,2,9
Tide Water Oil,Chemicals / Agri Inputs ,96,3.7,Company Culture,Promotions / Appraisal,95,430,2,5,8
Dhanlaxmi Bank,Banking ,97,4.3,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,95,501,1,1,5
Lohia Auto Industries,Automobile ,16,3.9,Work Life Balance,Promotions / Appraisal,95,498,3,1,9
BrowserStack,IT Services & Consulting ,13,3.7,Salary & Benefits,"Promotions / Appraisal, Work Satisfaction, Job Security",95,13000,24,48,15
Jubilant Motorworks,Auto Components ,15,4.0,Work Life Balance,Promotions / Appraisal,94,467,5,2,16
Accel Limited,IT Services & Consulting ,33,3.8,Work Life Balance,Promotions / Appraisal,94,637,6,2,9
Rotork Controls,Industrial Machinery ,67,3.9,Job Security,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",94,645,7,5,12
Firmenich Aromatics,Chemicals ,129,4.4,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,94,636,6,10,18
Jawed Habib Hair & Beauty,Retail ,18,4.1,Work Life Balance,Promotions / Appraisal,94,412,1,4,8
Firmenich Aromatics,Chemicals ,129,4.4,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,94,636,6,10,18
Monocept,Software Product ,12,3.8,Skill Development / Learning,Promotions / Appraisal,94,869,6,20,11
Kirloskar Ebara Pumps,Industrial Machinery ,36,3.7,Skill Development / Learning,"Job Security, Promotions / Appraisal, Salary & Benefits",94,579,4,9,4
QUALITY EVALUATION AND SYSTEMS TEAM,Other ,39,3.9,"Work Life Balance, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",93,416,1,7,7
Netcon Technologies,IT Services & Consulting ,17,3.9,"Skill Development / Learning, Job Security","Promotions / Appraisal, Salary & Benefits",93,886,10,6,6
Lbf Travel,Travel & Tourism ,14,3.8,Salary & Benefits,"Job Security, Promotions / Appraisal",93,495,2,4,16
Arrow Electronics,Semiconductors ,34,3.6,Job Security,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",93,12000,7,1,6
Marc Enterprises,Electronics Manufacturing ,43,3.8,"Work Life Balance, Job Security",Promotions / Appraisal,93,463,4,2,4
Thinkapps Solutions,Recruitment ,15,4.1,"Company Culture, Skill Development / Learning, Work Life Balance",Promotions / Appraisal,93,652,8,143,3
Phoenix Marketcity,Retail ,13,4.0,Salary & Benefits,"Job Security, Promotions / Appraisal, Company Culture",93,616,4,27,10
Sonovision-Aetos,IT Services & Consulting ,18,3.9,"Skill Development / Learning, Company Culture","Promotions / Appraisal, Salary & Benefits",93,732,5,5,12
Go-Jek,Financial Services ,14,3.7,"Salary & Benefits, Work Life Balance","Job Security, Promotions / Appraisal",93,11000,15,10,8
NeST Digital,IT Services & Consulting ,26,3.6,Work Life Balance,"Promotions / Appraisal, Salary & Benefits",93,615,7,79,4
Khivraj Motors,Automobile ,63,4.2,"Job Security, Skill Development / Learning, Work Life Balance",Promotions / Appraisal,93,532,1,21,10
Durr India,Industrial Automation ,27,3.8,Job Security,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",92,625,4,18,7
Tecnics Integration Technologies,Software Product ,19,3.4,Work Life Balance,"Salary & Benefits, Promotions / Appraisal",92,841,3,3,9
Gameskraft,Software Product ,7,3.7,Salary & Benefits,Promotions / Appraisal,92,848,8,43,6
ISKCON,Non-Profit ,58,4.2,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal,92,499,1,2,12
Apcotex Industries,Chemicals ,44,3.9,"Work Life Balance, Job Security, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",92,706,4,2,10
IRIS KPO Resourcing,Analytics & KPO ,17,3.8,"Job Security, Work Life Balance",Promotions / Appraisal,92,608,5,6,7
HMD Global,Electronics Manufacturing ,8,3.7,"Work Life Balance, Company Culture","Promotions / Appraisal, Job Security",92,551,5,10,13
Kirtane & Pandit,Accounting & Auditing ,68,3.8,"Company Culture, Job Security, Work Life Balance","Salary & Benefits, Promotions / Appraisal",92,445,1,45,12
Motorola Solutions,Telecom ,25,3.9,"Work Life Balance, Job Security",Promotions / Appraisal,92,11000,10,27,18
AFour Technologies,IT Services & Consulting ,17,3.5,Work Life Balance,"Promotions / Appraisal, Work Satisfaction, Job Security",92,13000,11,4,12
Interactive Avenues,Marketing & Advertising ,18,4.0,Job Security,Promotions / Appraisal,91,884,5,4,12
Interactive Avenues,Marketing & Advertising ,18,4.0,Job Security,Promotions / Appraisal,91,884,5,4,12
Nxtra Data,IT Services & Consulting ,11,4.0,"Work Satisfaction, Job Security, Company Culture",Promotions / Appraisal,91,524,6,2,8
Digitas,Marketing & Advertising ,18,3.8,"Company Culture, Job Security","Promotions / Appraisal, Salary & Benefits",91,908,3,2,10
Digitas,Marketing & Advertising ,18,3.8,"Company Culture, Job Security","Promotions / Appraisal, Salary & Benefits",91,908,3,2,10
Waah Jobs,Internet ,9,4.2,Company Culture,Promotions / Appraisal,91,536,2,11,17
BIZONGO,Emerging Technologies ,9,3.3,Salary & Benefits,"Job Security, Work Satisfaction, Promotions / Appraisal",91,972,8,34,11
Dsm Shared Services India,Chemicals ,1,4.1,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal,91,460,2,8,18
Ami Organics,Pharma ,17,4.0,"Job Security, Salary & Benefits",Company Culture,90,648,10,2,12
The Indure,Power ,54,4.0,"Skill Development / Learning, Work Life Balance, Job Security",Promotions / Appraisal,90,416,3,2,12
National Oilwell Varco,Oil & Gas ,183,4.1,"Work Life Balance, Company Culture, Salary & Benefits",Promotions / Appraisal,90,457,3,4,13
Vibrant Screen,Recruitment ,18,3.8,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits, Company Culture",90,408,1,1,5
Excel Crop Care,Agro Chemicals ,60,4.0,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal,90,309,2,1,18
Metec Design & Construction Engineers,Engineering & Construction ,22,3.5,Skill Development / Learning,"Salary & Benefits, Work Life Balance, Promotions / Appraisal",90,428,3,3,17
Glass Wall Systems,Engineering & Construction ,21,3.9,"Company Culture, Skill Development / Learning, Work Life Balance","Job Security, Promotions / Appraisal",90,516,3,1,6
Bizmatics India,Software Product ,22,3.9,Job Security,"Promotions / Appraisal, Salary & Benefits",90,637,4,5,10
Loyal Textile Mills,Fashion & Textile ,78,3.6,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",90,596,3,12,10
Consilio,Legal ,22,4.0,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal,90,779,9,9,11
Donaldson India Filter Systems,Industrial Machinery ,109,4.1,"Work Life Balance, Salary & Benefits, Company Culture",Promotions / Appraisal,90,584,1,15,8
Line O Matic Graphic Industries,Pulp & Paper ,27,3.7,Salary & Benefits,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",90,553,7,3,17
Gera Developments,Real Estate ,54,4.1,"Job Security, Work Satisfaction, Skill Development / Learning",Promotions / Appraisal,89,521,2,3,17
Chargebee,IT Services & Consulting ,14,4.0,"Salary & Benefits, Work Life Balance, Company Culture","Job Security, Skill Development / Learning",89,1000,9,37,12
Inshorts,Internet ,11,4.2,"Work Life Balance, Company Culture, Salary & Benefits",Skill Development / Learning,89,494,9,4,13
First Step Babywear,Fashion & Textile ,22,4.2,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,89,611,1,7,13
Lot Mobiles,Retail ,12,4.0,Company Culture,"Promotions / Appraisal, Salary & Benefits",89,400,2,1,12
Hogarth Worldwide,Marketing & Advertising ,16,3.7,"Work Life Balance, Job Security","Promotions / Appraisal, Work Satisfaction, Salary & Benefits",89,11000,11,3,6
Foundation To Educate Girls Gloablly,Non-Profit ,17,3.8,Skill Development / Learning,"Job Security, Work Life Balance, Promotions / Appraisal",89,221,6,1,17
Cogneesol,Accounting & Auditing ,16,3.9,"Work Life Balance, Company Culture, Job Security","Promotions / Appraisal, Salary & Benefits",89,523,5,16,12
C2L BIZ,Internet ,17,3.7,Job Security,"Salary & Benefits, Promotions / Appraisal",88,771,6,14,19
Scribe EMR,IT Services & Consulting ,8,4.1,"Skill Development / Learning, Work Satisfaction, Work Life Balance",Promotions / Appraisal,88,344,7,8,12
Arcon TechSolutions,IT Services & Consulting ,18,3.7,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture",88,700,11,1,11
Scribe EMR,IT Services & Consulting ,8,4.1,"Skill Development / Learning, Work Satisfaction, Work Life Balance",Promotions / Appraisal,88,344,7,8,12
Arcon TechSolutions,IT Services & Consulting ,18,3.7,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture",88,700,11,1,11
CRED,FinTech ,6,3.8,"Salary & Benefits, Company Culture","Promotions / Appraisal, Work Life Balance, Work Satisfaction",88,13000,14,14,9
Log 9 Materials Scientific,Electronics Manufacturing ,9,3.8,"Salary & Benefits, Company Culture",Promotions / Appraisal,88,534,10,19,9
Synamedia,Software Product ,6,3.4,"Work Life Balance, Company Culture","Job Security, Promotions / Appraisal, Skill Development / Learning",88,11000,7,14,13
vConstruct,Engineering & Construction ,11,3.9,"Company Culture, Job Security, Work Life Balance",Promotions / Appraisal,88,581,7,9,18
Room to Read,Non-Profit ,24,4.3,"Salary & Benefits, Work Life Balance, Company Culture",Job Security,88,254,9,8,11
Classic Marble Company,Building Material ,30,4.1,"Work Life Balance, Salary & Benefits",Promotions / Appraisal,87,451,4,6,8
HH Global,IT Services & Consulting ,33,3.9,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits",87,819,7,2,9
The India Thermit Corporation,Industrial Machinery ,73,3.7,Job Security,"Promotions / Appraisal, Work Life Balance, Salary & Benefits",87,460,7,2,10
Crescon Projects & Services,IT Services & Consulting ,13,3.9,"Skill Development / Learning, Job Security","Work Life Balance, Company Culture",87,442,6,8,11
Kreate Energy,Power ,27,3.7,"Work Life Balance, Job Security","Salary & Benefits, Promotions / Appraisal",87,383,5,10,21
Dyninno,IT Services & Consulting ,5,3.8,Salary & Benefits,"Job Security, Work Satisfaction",87,346,9,11,6
Classic Stripes,Auto Components ,37,3.8,"Company Culture, Skill Development / Learning, Work Satisfaction","Job Security, Promotions / Appraisal",87,601,4,3,17
Prometric Testing,Software Product ,34,3.4,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",87,383,5,2,8
Classic Marble Company,Building Material ,30,4.1,"Work Life Balance, Salary & Benefits",Promotions / Appraisal,87,451,4,6,8
Vatika Hotels,Real Estate ,20,4.0,"Work Life Balance, Skill Development / Learning, Work Satisfaction",Promotions / Appraisal,87,387,3,20,11
Basware,IT Services & Consulting ,39,4.1,"Work Life Balance, Company Culture, Job Security","Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",87,741,12,2,14
Gala Precision Engineering Limited,Engineering & Construction ,29,4.2,"Company Culture, Skill Development / Learning",Promotions / Appraisal,87,439,4,17,16
